TBJ_JFET  -THD
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.600
Resolución de ploteo = 400.0 puntos por período

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.005738	-0.066325	 11.522590	 1.555670
 0.005750	-0.063506	 12.921980	 1.556614
 0.005763	-0.060232	 14.750172	 1.557721
 0.005775	-0.056532	 17.114113	 1.558985
 0.005788	-0.052437	 20.154552	 1.560400
 0.005800	-0.047982	 24.054976	 1.561958
 0.005813	-0.043204	 29.052591	 1.563652
 0.005825	-0.038143	 35.451439	 1.565470
 0.005838	-0.032840	 43.637470	 1.567403
 0.005850	-0.027337	 54.095055	 1.569439
 0.005863	-0.021680	 67.423615	 1.571563
 0.005875	-0.015913	 84.352592	 1.573761
 0.005888	-0.010081	 105.751373	 1.576018
 0.005900	-0.004230	 132.630051	 1.578317
 0.005913	 0.001594	 166.125305	 1.580639
 0.005925	 0.007348	 207.464996	 1.582966
 0.005938	 0.012988	 257.904938	 1.585279
 0.005950	 0.018470	 318.632141	 1.587559
 0.005963	 0.023755	 390.632935	 1.589784
 0.005975	 0.028804	 474.527740	 1.591937
 0.005988	 0.033581	 570.384399	 1.593996
 0.006000	 0.038051	 677.527588	 1.595944
 0.006013	 0.042183	 794.372925	 1.597763
 0.006025	 0.045949	 918.319458	 1.599435
 0.006038	 0.049325	 1045.733643	 1.600946
 0.006050	 0.052287	 1172.055298	 1.602282
 0.006063	 0.054820	 1292.034668	 1.603430
 0.006075	 0.056907	 1400.099121	 1.604382
 0.006088	 0.058538	 1490.811768	 1.605129
 0.006100	 0.059706	 1559.370117	 1.605665
 0.006113	 0.060409	 1602.077515	 1.605988
 0.006125	 0.060645	 1616.715576	 1.606097
 0.006138	 0.060420	 1602.761841	 1.605993
 0.006150	 0.059741	 1561.419800	 1.605681
 0.006163	 0.058619	 1495.457153	 1.605166
 0.006175	 0.057069	 1408.889893	 1.604456
 0.006188	 0.055110	 1306.553833	 1.603563
 0.006200	 0.052762	 1193.642212	 1.602497
 0.006213	 0.050048	 1075.260986	 1.601272
 0.006225	 0.046995	 956.062256	 1.599903
 0.006238	 0.043633	 839.981384	 1.598405
 0.006250	 0.039991	 730.091980	 1.596796
 0.006263	 0.036103	 628.569031	 1.595093
 0.006275	 0.032002	 536.739868	 1.593313
 0.006288	 0.027725	 455.195587	 1.591474
 0.006300	 0.023307	 383.935242	 1.589594
 0.006313	 0.018785	 322.519196	 1.587690
 0.006325	 0.014196	 270.213470	 1.585779
 0.006338	 0.009578	 226.114182	 1.583877
 0.006350	 0.004968	 189.246353	 1.581999
 0.006363	 0.000401	 158.637314	 1.580160
 0.006375	-0.004087	 133.366104	 1.578373
 0.006388	-0.008462	 112.593422	 1.576651
 0.006400	-0.012692	 95.576263	 1.575004
 0.006413	-0.016745	 81.671799	 1.573442
 0.006425	-0.020593	 70.333961	 1.571975
 0.006438	-0.024209	 61.105774	 1.570609
 0.006450	-0.027569	 53.609425	 1.569353
 0.006463	-0.030650	 47.535870	 1.568210
 0.006475	-0.033434	 42.634563	 1.567185
 0.006488	-0.035904	 38.704166	 1.566283
 0.006500	-0.038047	 35.584297	 1.565505
 0.006513	-0.039853	 33.148552	 1.564853
 0.006525	-0.041313	 31.298687	 1.564328
 0.006538	-0.042424	 29.959858	 1.563931
 0.006550	-0.043183	 29.076876	 1.563659
 0.006563	-0.043592	 28.611279	 1.563513
 0.006575	-0.043656	 28.539122	 1.563490
 0.006588	-0.043382	 28.849346	 1.563588
 0.006600	-0.042779	 29.542719	 1.563803
 0.006613	-0.041861	 30.631084	 1.564132
 0.006625	-0.040641	 32.137012	 1.564569
 0.006638	-0.039137	 34.093651	 1.565111
 0.006650	-0.037369	 36.544739	 1.565751
 0.006663	-0.035356	 39.544609	 1.566483
